Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/update?value=[value],2697105,0,41,40.98546515615818,40,56,5.0,1498.6142332194909,0.0,41,41,41,41,42,42,43,43,44,46,56
GET,on_start,64,0,1,3.15625,1,93,5.0,0.035560836869920676,0.0,1,1,2,3,3,4,12,93,93,93,93
,Aggregated,2697169,0,41,40.98456752246522,1,93,5.0,1498.6497940563606,0.0,41,41,41,41,42,42,43,43,44,46,93
