Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/update?value=[value],2722284,0,41,40.71599473089508,40,54,5.0,1512.7421108923634,0.0,41,41,41,41,41,41,42,42,42,44,54
GET,on_start,64,0,1,2.96875,1,68,5.0,0.035564068663339776,0.0,1,2,3,3,4,5,9,68,68,68,68
,Aggregated,2722348,0,41,40.71510732646965,1,68,5.0,1512.7776749610268,0.0,41,41,41,41,41,41,42,42,42,44,68
