Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/update?value=[value],2727054,0,41,40.66896585106125,40,81,5.0,1515.6025238711482,0.0,41,41,41,41,41,42,42,42,43,50,81
GET,on_start,64,0,1,2.40625,1,62,5.0,0.035568991859990115,0.0,1,1,2,2,3,4,4,62,62,62,62
,Aggregated,2727118,0,41,40.668067901718956,1,81,5.0,1515.638092863008,0.0,41,41,41,41,41,42,42,42,43,50,81
