Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/update?value=[value],2723193,0,41,40.703640542554275,40,52,5.0,1513.251282611306,0.0,41,41,41,41,41,41,42,42,42,44,52
GET,on_start,64,0,1,2.609375,0,70,5.0,0.03556416386467047,0.0,1,1,1,2,3,4,14,70,70,70,70
,Aggregated,2723257,0,41,40.70274527890684,0,70,5.0,1513.2868467751707,0.0,41,41,41,41,41,41,42,42,42,44,70
